"Wavelength (nm)"; "Transmittance (%)"
395,13; 83,0437
396,46; 83,2376
397,79; 83,1623
399,11; 82,1987
400,44; 83,0511
401,76; 83,2288
403,08; 83,2347
404,41; 83,2206
405,73; 82,9543
407,06; 83,8117
408,38; 83,4539
409,7; 83,1538
411,03; 83,0767
412,35; 83,4591
413,67; 83,7296
414,99; 83,2648
416,31; 83,5213
417,64; 83,3542
418,96; 83,0595
420,28; 82,8278
421,6; 83,2068
422,92; 83,3
424,24; 83,4896
425,56; 83,1712
426,88; 83,0651
428,2; 83,8275
429,52; 83,3311
430,84; 83,2509
432,16; 83,7071
433,48; 83,594
434,8; 83,4521
436,12; 83,2783
437,44; 83,7328
438,75; 83,3442
440,07; 83,1572
441,39; 83,6079
442,71; 83,437
444,02; 83,7006
445,34; 83,6426
446,66; 83,5735
447,98; 84,1749
449,29; 83,6095
450,61; 83,5203
451,92; 83,9612
453,24; 83,2113
454,55; 83,9255
455,87; 83,4106
457,18; 83,2071
458,5; 83,6413
459,81; 83,1851
461,13; 83,3581
462,44; 83,6692
463,76; 83,3212
465,07; 83,4707
466,38; 83,8651
467,7; 83,556
469,01; 83,8845
470,32; 84,2175
471,63; 83,5083
472,95; 84,2172
474,26; 83,7089
475,57; 83,4472
476,88; 84,1495
478,19; 83,8197
479,5; 83,2179
480,81; 83,7803
482,13; 83,5179
483,44; 83,0639
484,75; 83,7396
486,06; 83,4691
487,37; 82,9197
488,67; 83,6557
489,98; 83,8522
491,29; 83,2577
492,6; 83,6365
493,91; 83,8688
495,22; 83,3373
496,53; 83,4676
497,83; 84,1939
499,14; 83,4322
500,45; 83,1123
501,76; 83,8159
503,06; 83,3212
504,37; 82,8067
505,68; 83,6293
506,98; 83,6337
508,29; 82,7395
509,6; 83,0505
510,9; 83,7508
512,21; 83,2744
513,51; 82,9187
514,82; 83,6784
516,12; 83,8752
517,42; 83,2533
518,73; 83,3697
520,03; 84,221
521,34; 83,8654
522,64; 83,1907
523,94; 83,5703
525,25; 84,2175
526,55; 83,3502
527,85; 82,6897
529,15; 83,8196
530,46; 83,8425
531,76; 82,5342
533,06; 82,6283
534,36; 83,7284
535,66; 83,3919
536,96; 82,3459
538,26; 82,9986
539,56; 84,0447
540,87; 83,5757
542,17; 82,8798
543,47; 83,3445
544,76; 84,2542
546,06; 83,7604
547,36; 82,803
548,66; 83,3263
549,96; 84,4135
551,26; 83,7518
552,56; 82,7917
553,86; 83,1813
555,15; 84,0633
556,45; 83,8801
557,75; 82,5406
559,05; 82,4073
560,34; 83,8977
561,64; 83,7528
562,94; 82,2898
564,23; 82,4728
565,53; 83,7028
566,82; 83,9584
568,12; 82,696
569,41; 82,2496
570,71; 83,3953
572; 84,2772
573,3; 83,7009
574,59; 82,7987
575,89; 83,2691
577,18; 84,4034
578,47; 84,4715
579,77; 83,288
581,06; 82,9367
582,35; 83,9472
583,65; 84,6483
584,94; 84,0881
586,23; 82,6834
587,52; 82,8753
588,82; 84,0718
590,11; 84,4766
591,4; 83,2544
592,69; 82,2315
593,98; 82,935
595,27; 84,3978
596,56; 84,1435
597,85; 82,7263
599,14; 82,0677
600,43; 83,2433
601,72; 84,5236
603,01; 83,9118
604,3; 82,736
605,59; 82,5744
606,88; 83,763
608,16; 84,8412
609,45; 84,2428
610,74; 83,0457
612,03; 82,8391
613,32; 83,8522
614,6; 84,5961
615,89; 84,3403
617,18; 83,201
618,46; 82,77
619,75; 83,4775
621,04; 84,4197
622,32; 84,5937
623,61; 83,0815
624,89; 82,0041
626,18; 82,551
627,46; 84,0692
628,75; 84,5578
630,03; 83,5885
631,32; 82,1132
632,6; 82,0174
633,88; 83,5415
635,17; 84,5829
636,45; 83,8698
637,73; 82,409
639,02; 81,8556
640,3; 82,7316
641,58; 84,3728
642,86; 84,8016
644,15; 83,5424
645,43; 82,439
646,71; 82,3148
647,99; 83,7019
649,27; 84,8142
650,55; 84,7713
651,83; 83,7211
653,11; 82,6712
654,39; 82,7962
655,67; 83,8755
656,95; 84,8175
658,23; 84,7605
659,51; 83,5205
660,79; 82,3451
662,07; 82,4951
663,35; 83,8748
664,63; 84,6872
665,91; 84,3616
667,18; 83,0068
668,46; 81,8801
669,74; 81,9208
671,02; 83,1644
672,29; 84,5614
673,57; 84,4789
674,85; 83,1853
676,12; 81,631
677,4; 81,7006
678,67; 82,8932
679,95; 84,2043
681,22; 84,3533
682,5; 83,2211
683,77; 82,1414
685,05; 81,5214
686,32; 82,4696
687,6; 84,0137
688,87; 84,6602
690,15; 84,3191
691,42; 83,145
692,69; 82,1024
693,97; 82,4311
695,24; 83,5251
696,51; 84,5349
697,78; 84,9471
699,05; 84,2087
700,33; 83,1825
701,6; 82,4491
702,87; 82,4437
704,14; 83,61
705,41; 84,7526
706,68; 84,987
707,95; 84,0311
709,22; 82,8279
710,49; 81,8037
711,76; 82,2269
713,03; 83,5902
714,3; 84,6332
715,57; 84,8266
716,84; 83,435
718,11; 82,0597
719,38; 81,4132
720,65; 81,5071
721,91; 82,8546
723,18; 84,0613
724,45; 84,7167
725,72; 83,9505
726,98; 82,2015
728,25; 81,3749
729,52; 81,3919
730,78; 82,5515
732,05; 83,9793
733,32; 84,7226
734,58; 84,3404
735,85; 83,0188
737,11; 81,889
738,38; 81,2746
739,64; 82,0416
740,91; 83,3096
742,17; 84,6476
743,44; 84,8402
744,7; 84,1125
745,96; 82,6309
747,23; 81,9394
748,49; 81,8375
749,75; 82,7495
751,02; 83,9657
752,28; 84,6355
753,54; 84,8014
754,8; 83,9675
756,06; 82,9105
757,33; 82,1517
758,59; 81,6264
759,85; 82,6292
761,11; 83,9108
762,37; 84,9966
763,63; 85,0655
764,89; 83,9383
766,15; 82,635
767,41; 81,402
768,67; 80,957
769,93; 81,7111
771,19; 82,9146
772,45; 83,8623
773,71; 84,4506
774,96; 84,2873
776,22; 82,9072
777,48; 81,2777
778,74; 80,626
779,99; 81,0824
781,25; 82,3884
782,51; 83,7876
783,77; 84,494
785,02; 84,409
786,28; 83,1346
787,53; 81,825
788,79; 81,0562
790,05; 80,7184
791,3; 81,5343
792,56; 83,0656
793,81; 84,275
795,07; 84,6096
796,32; 84,1063
797,58; 83,2236
798,83; 81,988
800,08; 80,9714
801,34; 81,1147
802,59; 82,0616
803,84; 83,0795
805,1; 84,0424
806,35; 84,7198
807,6; 84,3139
808,85; 83,0841
810,11; 81,9868
811,36; 81,5083
812,61; 81,3656
813,86; 81,945
815,11; 82,6234
816,36; 83,9395
817,61; 84,7548
818,86; 84,9067
820,11; 84,0108
821,36; 82,968
822,61; 82,1432
823,86; 81,155
825,11; 81,0542
826,36; 81,579
827,61; 82,7298
828,86; 84,2044
830,11; 84,6352
831,35; 84,388
832,6; 83,4184
833,85; 81,9311
835,1; 80,8554
836,34; 80,54
837,59; 80,9358
838,84; 82,0159
840,08; 83,2153
841,33; 84,4498
842,58; 84,6619
843,82; 84,3482
845,07; 83,4346
846,31; 81,8693
847,56; 80,5919
848,8; 80,0247
850,05; 80,4708
851,29; 81,3073
852,54; 82,6183
853,78; 83,5773
855,02; 84,1392
856,27; 83,9291
857,51; 83,2134
858,75; 82,1177
860; 80,6583
861,24; 79,6711
862,48; 79,938
863,72; 80,9837
864,97; 82,162
866,21; 82,7922
867,45; 83,7001
868,69; 84,2412
869,93; 83,7344
871,17; 82,9736
872,41; 81,7019
873,65; 80,6967
874,89; 80,2568
876,13; 80,5031
877,37; 81,552
878,61; 82,6311
879,85; 83,8173
881,09; 84,3858
882,33; 84,5087
883,57; 84,1374
884,8; 83,1219
886,04; 81,9206
887,28; 81,1944
888,52; 80,8972
889,76; 80,6834
890,99; 81,0754
892,23; 82,153
893,47; 83,3943
894,7; 84,3906
895,94; 85,4522
897,17; 84,8771
898,41; 83,7008
899,65; 82,5153
900,88; 81,4424
902,12; 80,9945
903,35; 80,6581
904,59; 80,7219
905,82; 81,4585
907,05; 82,2812
908,29; 83,4449
909,52; 84,3681
910,75; 84,532
911,99; 84,4677
913,22; 83,1383
914,45; 82,2437
915,69; 81,21
916,92; 80,7363
918,15; 80,2175
919,38; 80,2079
920,61; 80,9733
921,85; 82,1579
923,08; 83,5331
924,31; 84,5765
925,54; 85,0438
926,77; 84,3413
928; 83,7553
929,23; 82,5061
930,46; 80,7619
931,69; 80,305
932,92; 79,7921
934,15; 79,7751
935,38; 80,3038
936,6; 81,3556
937,83; 82,6061
939,06; 84,0175
940,29; 84,6842
941,52; 84,1594
942,74; 84,0548
943,97; 83,3604
945,2; 82,4079
946,42; 81,5517
947,65; 80,2164
948,88; 79,8514
950,1; 80,1475
951,33; 80,7127
952,55; 81,2841
953,78; 82,6623
955,01; 83,4838
956,23; 84,6149
957,46; 84,9596
958,68; 84,336
959,9; 83,4818
961,13; 81,8462
962,35; 81,2478
963,58; 80,5508
964,8; 79,9073
966,02; 79,6087
967,24; 80,3701
968,47; 81,5024
969,69; 82,9146
970,91; 83,6061
972,13; 84,1536
973,36; 84,8044
974,58; 84,3453
975,8; 83,8179
977,02; 83,1979
978,24; 82,5195
979,46; 81,4219
980,68; 80,3329
981,9; 80,3067
983,12; 80,9706
984,34; 81,1866
985,56; 81,8137
986,78; 82,7916
988; 83,884
989,22; 83,9199
990,44; 84,6453
991,65; 84,6461
992,87; 84,9141
994,09; 83,7071
995,31; 82,3784
996,53; 81,658
997,74; 80,1625
998,96; 79,3851
1000,18; 79,7566
1001,39; 79,7989
1002,61; 80,5717
1003,83; 81,6956
1005,04; 82,5113
1006,26; 82,8557
1007,47; 84,0728
1008,69; 84,0113
1009,9; 82,9739
1011,12; 83,1322
1012,33; 82,5216
1013,54; 81,9077
1014,76; 81,1844
1015,97; 79,7166
1017,19; 79,4682
1018,4; 78,5507
1019,61; 79,0316
1020,83; 80,2796
1022,04; 81,3354
1023,25; 82,9637
1024,46; 83,6734
1025,67; 84,4361
1026,89; 84,7151
1028,1; 84,1844
1029,31; 84,4377
1030,52; 83,7027
1031,73; 82,7024
1032,94; 81,5463
1034,15; 80,1247
1035,36; 80,1729
1036,57; 79,7301
1037,78; 79,4657
1038,99; 78,7917
1040,2; 79,6341
