"Wavelength (nm)"; "Transmittance (%)"
395,13; 82,8013
396,46; 83,0709
397,79; 82,7846
399,11; 83,4741
400,44; 82,7398
401,76; 83,4565
403,08; 83,129
404,41; 83,6101
405,73; 83,2972
407,06; 83,7356
408,38; 83,0405
409,7; 83,5891
411,03; 83,5055
412,35; 83,0674
413,67; 83,8313
414,99; 83,5424
416,31; 84,0187
417,64; 83,6169
418,96; 83,483
420,28; 83,4295
421,6; 83,5497
422,92; 84,3576
424,24; 83,4169
425,56; 83,8129
426,88; 82,9454
428,2; 83,3822
429,52; 83,3341
430,84; 83,211
432,16; 83,9243
433,48; 83,5392
434,8; 84,1346
436,12; 83,6598
437,44; 83,8046
438,75; 84,1655
440,07; 83,203
441,39; 83,6606
442,71; 83,8772
444,02; 83,5293
445,34; 83,9862
446,66; 83,2247
447,98; 83,9724
449,29; 83,8198
450,61; 83,6788
451,92; 83,9276
453,24; 84,0075
454,55; 83,5114
455,87; 84,0334
457,18; 83,9842
458,5; 83,7121
459,81; 84,316
461,13; 83,7585
462,44; 83,537
463,76; 83,8447
465,07; 83,2304
466,38; 83,6441
467,7; 84,2108
469,01; 83,4456
470,32; 83,7636
471,63; 84,0184
472,95; 83,6105
474,26; 83,8128
475,57; 84,3989
476,88; 83,8618
478,19; 84,0154
479,5; 84,3691
480,81; 83,5644
482,13; 83,535
483,44; 84,2627
484,75; 83,579
486,06; 83,3118
487,37; 84,0921
488,67; 83,6616
489,98; 83,281
491,29; 84,1003
492,6; 84,1184
493,91; 83,3813
495,22; 84,0156
496,53; 84,2782
497,83; 83,5242
499,14; 83,5913
500,45; 84,4696
501,76; 83,56
503,06; 83,1245
504,37; 84,1047
505,68; 84,0585
506,98; 82,9948
508,29; 83,5288
509,6; 84,3158
510,9; 83,2767
512,21; 83,175
513,51; 84,1947
514,82; 83,9804
516,12; 83,2344
517,42; 83,6262
518,73; 84,5345
520,03; 83,9353
521,34; 83,1354
522,64; 83,8731
523,94; 84,5525
525,25; 83,5914
526,55; 83,0773
527,85; 84,1015
529,15; 84,2239
530,46; 83,0442
531,76; 83,1352
533,06; 84,2221
534,36; 84,0793
535,66; 82,916
536,96; 83,2075
538,26; 84,3143
539,56; 83,9705
540,87; 83,16
542,17; 83,3538
543,47; 84,5236
544,76; 84,3122
546,06; 83,1726
547,36; 83,1286
548,66; 84,3946
549,96; 84,336
551,26; 83,2079
552,56; 82,9138
553,86; 84,1969
555,15; 84,5598
556,45; 83,2184
557,75; 82,7353
559,05; 83,9837
560,34; 84,6609
561,64; 83,4954
562,94; 82,6494
564,23; 83,5695
565,53; 84,6932
566,82; 84,1892
568,12; 83,0709
569,41; 83,1299
570,71; 84,5051
572; 84,8834
573,3; 83,7283
574,59; 83,0514
575,89; 84,0178
577,18; 85,187
578,47; 84,7863
579,77; 83,4483
581,06; 83,3899
582,35; 84,743
583,65; 85,3119
584,94; 84,3202
586,23; 83,2276
587,52; 83,7564
588,82; 85,1047
590,11; 85,1144
591,4; 83,9587
592,69; 83,0859
593,98; 83,9108
595,27; 85,2044
596,56; 85,0472
597,85; 83,6139
599,14; 82,9978
600,43; 84,0445
601,72; 85,2834
603,01; 85,0402
604,3; 83,7552
605,59; 83,1123
606,88; 84,0554
608,16; 85,517
609,45; 85,4232
610,74; 84,1188
612,03; 83,3125
613,32; 84,055
614,6; 85,4354
615,89; 85,6177
617,18; 84,4451
618,46; 83,238
619,75; 83,6284
621,04; 85,0574
622,32; 85,7833
623,61; 84,7343
624,89; 83,354
626,18; 83,0811
627,46; 84,3369
628,75; 85,479
630,03; 85,2851
631,32; 83,8601
632,6; 82,7982
633,88; 83,3558
635,17; 84,8933
636,45; 85,6802
637,73; 84,7635
639,02; 83,462
640,3; 83,0104
641,58; 84,0691
642,86; 85,4269
644,15; 85,6467
645,43; 84,4565
646,71; 83,183
647,99; 83,2544
649,27; 84,3724
650,55; 85,514
651,83; 85,6231
653,11; 84,3568
654,39; 83,0907
655,67; 83,1585
656,95; 84,3903
658,23; 85,5035
659,51; 85,4404
660,79; 84,2055
662,07; 82,9334
663,35; 82,931
664,63; 84,1217
665,91; 85,4676
667,18; 85,5795
668,46; 84,4106
669,74; 83,0242
671,02; 82,7417
672,29; 83,8105
673,57; 85,2366
674,85; 85,8136
676,12; 84,8624
677,4; 83,4495
678,67; 82,7383
679,95; 83,3508
681,22; 84,6232
682,5; 85,6602
683,77; 85,5629
685,05; 84,4124
686,32; 83,0417
687,6; 82,8724
688,87; 83,7915
690,15; 85,074
691,42; 85,74
692,69; 85,0654
693,97; 83,8294
695,24; 82,6572
696,51; 82,6638
697,78; 83,9297
699,05; 85,2549
700,33; 85,6998
701,6; 84,921
702,87; 83,4939
704,14; 82,5725
705,41; 82,7525
706,68; 84,0169
707,95; 85,3412
709,22; 85,9362
710,49; 85,1693
711,76; 83,8142
713,03; 82,6492
714,3; 82,6943
715,57; 83,765
716,84; 85,2741
718,11; 85,9005
719,38; 85,3918
720,65; 83,9755
721,91; 82,8542
723,18; 82,451
724,45; 83,3436
725,72; 84,6234
726,98; 85,6492
728,25; 85,5936
729,52; 84,5898
730,78; 83,0401
732,05; 82,1682
733,32; 82,3932
734,58; 83,7191
735,85; 85,1466
737,11; 85,7535
738,38; 85,3242
739,64; 83,9224
740,91; 82,7301
742,17; 82,1566
743,44; 82,8255
744,7; 84,1003
745,96; 85,3406
747,23; 85,8415
748,49; 85,3318
749,75; 84,0301
751,02; 82,7021
752,28; 82,4678
753,54; 83,086
754,8; 84,3433
756,06; 85,4018
757,33; 86,0237
758,59; 85,4972
759,85; 84,375
761,11; 83,0311
762,37; 82,3778
763,63; 82,5812
764,89; 83,535
766,15; 84,73
767,41; 85,5943
768,67; 85,3895
769,93; 84,3864
771,19; 82,9016
772,45; 81,8687
773,71; 81,7901
774,96; 82,666
776,22; 84,1008
777,48; 85,2192
778,74; 85,463
779,99; 84,9895
781,25; 83,514
782,51; 82,2728
783,77; 81,459
785,02; 81,9079
786,28; 83,034
787,53; 84,4826
788,79; 85,4472
790,05; 85,5391
791,3; 84,8041
792,56; 83,4701
793,81; 82,3167
795,07; 81,9184
796,32; 82,2712
797,58; 83,4657
798,83; 84,753
800,08; 85,6887
801,34; 85,9412
802,59; 85,2288
803,84; 84,0722
805,1; 82,9717
806,35; 82,2046
807,6; 82,2037
808,85; 83,0163
810,11; 84,2034
