"Wavelength (nm)"; "Transmittance (%)"
395,13; 83,4676
396,46; 84,342
397,79; 82,8765
399,11; 83,176
400,44; 84,3553
401,76; 83,7198
403,08; 84,5578
404,41; 83,3325
405,73; 83,6687
407,06; 83,9121
408,38; 83,1397
409,7; 83,4975
411,03; 82,9181
412,35; 84,1143
413,67; 83,3691
414,99; 84,2756
416,31; 83,5904
417,64; 84,2816
418,96; 83,6724
420,28; 83,7695
421,6; 84,03
422,92; 84,0936
424,24; 84,1003
425,56; 83,761
426,88; 84,3779
428,2; 83,7331
429,52; 83,9426
430,84; 83,6425
432,16; 83,7538
433,48; 84,2965
434,8; 83,6257
436,12; 84,2126
437,44; 84,3393
438,75; 83,8193
440,07; 84,1081
441,39; 83,9482
442,71; 84,2434
444,02; 84,1461
445,34; 84,0241
446,66; 84,1705
447,98; 83,718
449,29; 83,862
450,61; 83,9781
451,92; 83,6349
453,24; 83,9561
454,55; 84,0096
455,87; 83,8808
457,18; 84,3327
458,5; 84,0473
459,81; 83,7659
461,13; 84,5106
462,44; 83,7437
463,76; 84,3841
465,07; 83,9635
466,38; 83,6048
467,7; 83,988
469,01; 84,3472
470,32; 83,6648
471,63; 84,2137
472,95; 83,9838
474,26; 83,6255
475,57; 84,4621
476,88; 84,4152
478,19; 83,8769
479,5; 84,2601
480,81; 83,9305
482,13; 83,5708
483,44; 84,3974
484,75; 84,207
486,06; 83,431
487,37; 84,1737
488,67; 84,2643
489,98; 83,431
491,29; 83,8703
492,6; 84,3169
493,91; 83,288
495,22; 83,7883
496,53; 84,6093
497,83; 83,7973
499,14; 83,4724
500,45; 84,237
501,76; 83,742
503,06; 83,2276
504,37; 84,1774
505,68; 84,3867
506,98; 83,3667
508,29; 83,5354
509,6; 84,3815
510,9; 83,7266
512,21; 83,506
513,51; 84,3024
514,82; 84,1804
516,12; 83,219
517,42; 83,5855
518,73; 84,6228
520,03; 83,924
521,34; 83,2351
522,64; 84,0692
523,94; 84,4206
525,25; 83,3997
526,55; 83,0896
527,85; 84,3807
529,15; 84,2997
530,46; 83,071
531,76; 83,5874
533,06; 84,4989
534,36; 83,8635
535,66; 82,9618
536,96; 83,6741
538,26; 84,5986
539,56; 83,9073
540,87; 83,1087
542,17; 83,7655
543,47; 84,5223
544,76; 83,6833
546,06; 82,8607
547,36; 83,6487
548,66; 84,4817
549,96; 83,8825
551,26; 82,7164
552,56; 83,6173
553,86; 84,6098
555,15; 83,7279
556,45; 82,823
557,75; 83,5398
559,05; 84,4387
560,34; 84,1379
561,64; 82,7774
562,94; 83,2917
564,23; 84,4009
565,53; 84,4929
566,82; 82,9752
568,12; 82,8708
569,41; 84,0162
570,71; 84,7882
572; 83,7073
573,3; 82,77
574,59; 83,728
575,89; 85,0801
577,18; 84,4696
578,47; 83,2816
579,77; 83,2273
581,06; 84,464
582,35; 85,0154
583,65; 83,826
584,94; 82,9598
586,23; 83,723
587,52; 85,2029
588,82; 84,9665
590,11; 83,5293
591,4; 83,0462
592,69; 84,3007
593,98; 85,3974
595,27; 84,7145
596,56; 83,2255
597,85; 83,3315
599,14; 84,5521
600,43; 85,4125
601,72; 84,4858
603,01; 83,0006
604,3; 83,3077
605,59; 84,7022
606,88; 85,3968
608,16; 84,3994
609,45; 83,1114
610,74; 83,2615
612,03; 84,5782
613,32; 85,3965
614,6; 84,3499
615,89; 82,8972
617,18; 82,9905
618,46; 84,5504
619,75; 85,478
621,04; 84,5888
622,32; 83,1913
623,61; 82,6316
624,89; 83,8095
626,18; 85,2294
627,46; 85,0872
628,75; 83,5371
630,03; 82,9221
631,32; 83,6032
632,6; 85,0878
633,88; 85,5884
635,17; 84,3753
636,45; 82,8607
637,73; 82,7099
639,02; 84,1501
640,3; 85,2201
641,58; 85,2782
642,86; 83,8481
644,15; 82,8714
645,43; 83,3676
646,71; 84,6059
647,99; 85,4496
649,27; 84,9208
650,55; 83,4745
651,83; 82,7224
653,11; 83,5726
654,39; 85,0344
655,67; 85,5523
656,95; 84,5985
658,23; 83,3225
659,51; 82,7975
660,79; 83,4642
662,07; 85,0406
663,35; 85,5718
664,63; 84,4831
665,91; 83,0446
667,18; 82,5963
668,46; 83,4787
669,74; 84,9918
671,02; 85,5928
672,29; 85,0115
673,57; 83,6258
674,85; 82,7135
676,12; 82,8622
677,4; 84,4969
678,67; 85,283
679,95; 84,8924
681,22; 83,4549
682,5; 82,6433
683,77; 82,7508
685,05; 83,8849
686,32; 85,2962
687,6; 85,4356
688,87; 84,2692
690,15; 82,7544
691,42; 82,4315
692,69; 83,1134
693,97; 84,5898
695,24; 85,8829
696,51; 85,3717
697,78; 83,9699
699,05; 82,69
700,33; 82,6954
701,6; 83,7372
702,87; 84,8301
704,14; 85,4829
705,41; 84,8048
706,68; 83,5646
707,95; 82,4014
709,22; 82,7358
710,49; 83,8156
711,76; 84,9574
713,03; 85,7961
714,3; 85,3406
715,57; 83,8726
716,84; 82,124
718,11; 82,2776
719,38; 83,5948
720,65; 84,8543
721,91; 85,6299
723,18; 85,0045
724,45; 83,8397
725,72; 82,9065
726,98; 82,2075
728,25; 83,2517
729,52; 84,2908
730,78; 85,4307
732,05; 85,4511
733,32; 84,4568
734,58; 82,9353
735,85; 81,9604
737,11; 82,2708
738,38; 83,4295
739,64; 84,933
740,91; 85,4479
742,17; 85,022
743,44; 83,8464
744,7; 82,6085
745,96; 82,1306
747,23; 82,6649
748,49; 84,1579
749,75; 85,4888
751,02; 85,8175
752,28; 84,7692
753,54; 83,4913
754,8; 82,1731
756,06; 81,9173
757,33; 83,0007
758,59; 84,4058
759,85; 85,5644
761,11; 85,74
762,37; 85,1507
763,63; 83,8569
764,89; 82,1719
766,15; 81,937
767,41; 82,41
768,67; 83,3432
769,93; 84,7318
771,19; 85,3726
772,45; 84,8572
773,71; 83,851
774,96; 82,5178
776,22; 81,884
777,48; 82,1856
778,74; 83,1782
779,99; 84,5898
781,25; 85,6964
782,51; 85,9805
783,77; 84,8563
785,02; 83,3661
786,28; 81,9376
787,53; 81,5658
788,79; 82,3465
790,05; 83,1231
791,3; 84,4718
792,56; 85,3531
793,81; 85,3785
795,07; 84,306
796,32; 83,0905
797,58; 82,2903
798,83; 81,5555
800,08; 81,9421
801,34; 83,5037
802,59; 84,9778
803,84; 85,606
805,1; 85,2028
806,35; 84,3135
807,6; 82,7025
808,85; 81,5301
810,11; 80,8901
811,36; 81,7587
812,61; 82,9776
813,86; 84,2461
815,11; 85,2658
816,36; 85,4704
817,61; 84,8769
818,86; 83,5415
820,11; 82,1987
821,36; 81,6222
822,61; 81,6747
823,86; 82,4657
825,11; 83,7411
826,36; 84,6433
827,61; 85,352
828,86; 85,2922
830,11; 84,0515
831,35; 82,8417
832,6; 81,6207
833,85; 80,7733
835,1; 81,25
836,34; 82,8809
837,59; 84,3262
838,84; 85,0416
840,08; 85,4901
841,33; 85,4605
842,58; 84,3655
843,82; 83,1288
845,07; 81,9271
846,31; 81,1658
847,56; 81,3487
848,8; 82,25
850,05; 83,8302
851,29; 84,3294
852,54; 84,9842
853,78; 84,5219
855,02; 83,9835
856,27; 82,9524
857,51; 82,027
858,75; 81,1844
860; 81,0952
861,24; 81,2747
862,48; 82,7878
863,72; 84,6073
864,97; 85,2627
866,21; 85,2281
867,45; 84,7253
868,69; 83,5227
869,93; 82,3127
871,17; 81,2886
872,41; 80,6656
873,65; 80,6892
874,89; 81,5942
876,13; 83,0112
877,37; 84,0913
878,61; 84,6012
879,85; 85,4257
881,09; 84,9057
882,33; 83,5175
883,57; 82,4373
884,8; 81,4047
886,04; 81,1438
887,28; 81,186
888,52; 82,1813
889,76; 83,1055
890,99; 84,0001
892,23; 84,9107
893,47; 85,2768
894,7; 85,174
895,94; 84,7271
897,17; 83,15
898,41; 81,685
899,65; 80,6629
900,88; 80,6568
902,12; 81,0792
903,35; 82,2432
904,59; 83,4484
905,82; 84,9406
907,05; 85,3978
908,29; 85,5065
909,52; 85,0679
910,75; 84,1108
911,99; 83,0356
913,22; 81,4474
914,45; 80,9904
915,69; 81,0556
916,92; 81,6359
918,15; 82,5249
919,38; 83,2358
920,61; 84,2741
921,85; 85,2476
923,08; 85,4276
924,31; 85,2726
925,54; 84,4333
926,77; 83,1966
928; 81,7274
929,23; 81,0805
930,46; 80,3282
931,69; 80,6351
932,92; 81,0805
934,15; 82,8529
935,38; 84,5148
936,6; 85,6909
937,83; 85,6493
939,06; 85,606
940,29; 84,9576
941,52; 83,9023
942,74; 82,769
943,97; 81,4296
945,2; 80,9606
946,42; 80,9417
947,65; 81,2437
948,88; 81,6736
950,1; 82,6746
951,33; 83,2376
952,55; 84,5216
953,78; 84,8126
955,01; 85,0401
956,23; 84,8554
957,46; 83,5928
958,68; 82,5793
