"Wavelength (nm)"; "Transmittance (%)"
395,13; 84,4382
396,46; 84,5773
397,79; 83,9347
399,11; 84,6577
400,44; 84,4461
401,76; 83,7503
403,08; 84,7794
404,41; 84,2008
405,73; 83,833
407,06; 84,2625
408,38; 84,12
409,7; 83,8905
411,03; 83,9882
412,35; 84,2626
413,67; 84,4466
414,99; 84,5044
416,31; 84,4187
417,64; 84,1217
418,96; 83,8761
420,28; 84,4809
421,6; 83,8648
422,92; 84,3673
424,24; 83,7778
425,56; 84,1978
426,88; 84,1973
428,2; 84,1359
429,52; 84,4513
430,84; 84,2967
432,16; 84,5361
433,48; 84,6262
434,8; 84,0973
436,12; 84,7407
437,44; 84,1969
438,75; 84,5024
440,07; 84,487
441,39; 84,5862
442,71; 84,8489
444,02; 84,3583
445,34; 84,4806
446,66; 84,5676
447,98; 84,4419
449,29; 84,553
450,61; 84,6504
451,92; 84,3738
453,24; 84,7269
454,55; 84,117
455,87; 84,4521
457,18; 84,7492
458,5; 84,2775
459,81; 84,7847
461,13; 84,5815
462,44; 84,2431
463,76; 84,7454
465,07; 84,1609
466,38; 84,2021
467,7; 84,9972
469,01; 84,2087
470,32; 84,3871
471,63; 84,7862
472,95; 84,0474
474,26; 84,4935
475,57; 85,0655
476,88; 84,3701
478,19; 84,5079
479,5; 84,9328
480,81; 83,9515
482,13; 84,4183
483,44; 84,889
484,75; 84,1372
486,06; 84,4065
487,37; 84,8861
488,67; 84,3146
489,98; 84,1377
491,29; 84,772
492,6; 84,3796
493,91; 83,9108
495,22; 84,8109
496,53; 84,7153
497,83; 83,7681
499,14; 84,4639
500,45; 84,8027
501,76; 83,8466
503,06; 84,1922
504,37; 84,9514
505,68; 84,2257
506,98; 83,7725
508,29; 84,8583
509,6; 84,7865
510,9; 83,6898
512,21; 84,3849
513,51; 85,03
514,82; 84,0296
516,12; 83,7766
517,42; 84,8992
518,73; 84,8114
520,03; 83,7348
521,34; 84,1695
522,64; 85,0996
523,94; 84,4601
525,25; 83,6909
526,55; 84,5523
527,85; 85,3261
529,15; 83,9322
530,46; 83,6548
531,76; 84,8814
533,06; 84,9638
534,36; 83,7365
535,66; 83,7804
536,96; 84,9443
538,26; 84,7932
539,56; 83,6291
540,87; 83,8719
542,17; 85,0905
543,47; 84,7619
544,76; 83,6431
546,06; 83,7805
547,36; 85,0649
548,66; 84,7458
549,96; 83,6053
551,26; 83,728
552,56; 85,1055
553,86; 84,8037
555,15; 83,6765
556,45; 83,5448
557,75; 84,8207
559,05; 85,1242
560,34; 83,676
561,64; 83,5163
562,94; 84,6294
564,23; 85,2436
565,53; 84,1267
566,82; 83,4481
568,12; 84,2856
569,41; 85,4811
570,71; 84,8603
572; 83,6084
573,3; 84,0152
574,59; 85,2378
575,89; 85,3234
577,18; 84,1912
578,47; 83,4784
579,77; 84,4906
581,06; 85,5799
582,35; 85,0029
583,65; 83,7028
584,94; 83,8593
586,23; 85,0626
587,52; 85,5942
588,82; 84,4084
590,11; 83,4652
591,4; 84,3672
592,69; 85,4644
593,98; 85,4238
595,27; 84,0943
596,56; 83,4668
597,85; 84,5292
599,14; 85,6697
600,43; 85,3656
601,72; 83,7278
603,01; 83,5276
604,3; 84,7235
605,59; 85,756
606,88; 85,2128
608,16; 83,8961
609,45; 83,652
610,74; 84,6968
612,03; 85,8327
613,32; 85,2418
614,6; 83,7677
615,89; 83,3119
617,18; 84,4607
618,46; 85,7406
619,75; 85,6424
621,04; 84,3256
622,32; 83,3846
623,61; 84,2234
624,89; 85,653
626,18; 85,7017
627,46; 84,5946
628,75; 83,3838
630,03; 83,7067
631,32; 85,0679
632,6; 85,8877
633,88; 85,2665
635,17; 83,7973
636,45; 83,2904
637,73; 84,2944
639,02; 85,7164
640,3; 85,6855
641,58; 84,5075
642,86; 83,2659
644,15; 83,3578
645,43; 84,8097
646,71; 85,7711
647,99; 85,5232
649,27; 84,0967
650,55; 83,0925
651,83; 83,7168
653,11; 85,1578
654,39; 85,9728
655,67; 85,0704
656,95; 83,8531
658,23; 83,2478
659,51; 83,8376
660,79; 85,1205
662,07; 86,1228
663,35; 85,2406
664,63; 83,5735
665,91; 83,0572
667,18; 83,4847
668,46; 85,0994
669,74; 85,9545
671,02; 85,532
672,29; 84,1444
673,57; 83,0624
674,85; 83,4601
676,12; 84,7514
677,4; 85,8871
678,67; 85,7492
679,95; 84,7364
681,22; 83,5089
682,5; 83,3726
683,77; 84,4305
685,05; 85,5928
686,32; 85,9947
687,6; 85,3065
688,87; 83,9388
690,15; 83,2425
691,42; 83,5867
692,69; 84,7655
693,97; 85,7478
695,24; 85,9107
696,51; 84,6719
697,78; 83,1559
699,05; 82,7615
700,33; 83,7365
701,6; 84,8923
702,87; 85,6694
704,14; 85,5313
705,41; 84,3553
706,68; 83,1324
707,95; 83,0676
709,22; 83,8776
710,49; 85,3549
711,76; 85,9575
713,03; 85,4975
714,3; 84,1549
715,57; 83,0946
716,84; 82,7491
718,11; 83,6941
719,38; 84,9299
720,65; 85,9473
721,91; 85,7563
723,18; 84,8071
724,45; 83,2928
725,72; 82,6204
726,98; 83,3441
728,25; 84,3956
729,52; 85,549
730,78; 85,716
732,05; 85,0296
733,32; 83,5726
734,58; 82,961
735,85; 82,8539
737,11; 83,8174
738,38; 85,2737
739,64; 86,0568
740,91; 85,7336
742,17; 84,3325
743,44; 83,1478
744,7; 82,5952
745,96; 82,9048
747,23; 84,301
748,49; 85,4035
749,75; 85,975
751,02; 85,4263
752,28; 84,1006
753,54; 82,9705
754,8; 82,8056
756,06; 83,0452
757,33; 84,0646
758,59; 85,3041
759,85; 85,6982
761,11; 85,4636
762,37; 84,432
763,63; 82,9057
764,89; 82,4438
766,15; 82,7976
767,41; 84,0226
768,67; 84,9474
769,93; 85,7318
771,19; 85,2858
772,45; 84,52
773,71; 83,2055
774,96; 82,463
776,22; 82,4083
777,48; 83,4765
778,74; 84,6731
779,99; 85,757
781,25; 85,8773
782,51; 85,0488
783,77; 83,7599
785,02; 82,6701
786,28; 82,3546
787,53; 82,7138
788,79; 83,5458
790,05; 84,8748
791,3; 85,5405
792,56; 85,6209
793,81; 84,6725
795,07; 83,4484
796,32; 82,5045
797,58; 82,2288
798,83; 82,6198
800,08; 83,6392
801,34; 84,8455
802,59; 85,5092
803,84; 85,337
805,1; 84,4871
806,35; 83,327
807,6; 82,259
808,85; 81,9574
810,11; 82,5771
811,36; 83,2244
812,61; 84,7849
813,86; 85,6697
815,11; 85,6254
816,36; 84,9867
817,61; 83,6247
818,86; 82,6336
820,11; 81,9129
821,36; 82,1534
822,61; 82,7264
823,86; 84,0307
825,11; 85,1892
826,36; 85,4257
827,61; 85,1329
828,86; 84,1896
830,11; 83,2498
831,35; 82,0688
832,6; 81,7599
833,85; 82,1544
835,1; 83,2162
836,34; 84,1373
837,59; 85,2149
838,84; 85,6383
840,08; 85,2609
841,33; 84,3123
842,58; 83,1084
843,82; 82,2199
845,07; 81,8114
846,31; 82,3043
847,56; 82,8217
