"Wavelength (nm)"; "Transmittance (%)"
395,13; 82,7808
396,46; 82,7995
397,79; 82,498
399,11; 84,1271
400,44; 82,5952
401,76; 83,102
403,08; 83,3089
404,41; 82,9804
405,73; 83,1405
407,06; 83,895
408,38; 82,957
409,7; 83,1823
411,03; 82,4686
412,35; 83,3937
413,67; 83,6225
414,99; 83,7178
416,31; 83,0653
417,64; 83,3038
418,96; 83,0049
420,28; 83,0236
421,6; 83,057
422,92; 83,2568
424,24; 83,4968
425,56; 83,083
426,88; 83,4895
428,2; 83,7351
429,52; 83,4287
430,84; 83,0232
432,16; 83,1559
433,48; 83,6733
434,8; 83,3537
436,12; 83,2449
437,44; 83,5378
438,75; 82,868
440,07; 83,7279
441,39; 83,4193
442,71; 83,4058
444,02; 83,5177
445,34; 83,3702
446,66; 83,4745
447,98; 83,5885
449,29; 83,2339
450,61; 83,8309
451,92; 83,4163
453,24; 83,2312
454,55; 83,743
455,87; 83,3123
457,18; 83,5362
458,5; 83,7398
459,81; 83,4335
461,13; 83,7965
462,44; 83,5597
463,76; 83,0054
465,07; 83,7167
466,38; 83,4374
467,7; 83,3596
469,01; 83,9894
470,32; 83,323
471,63; 83,3704
472,95; 83,9162
474,26; 83,4983
475,57; 83,5977
476,88; 84,3166
478,19; 83,5798
479,5; 83,2075
480,81; 83,8699
482,13; 83,3709
483,44; 83,2263
484,75; 84,0613
486,06; 83,4292
487,37; 83,2941
488,67; 83,9347
489,98; 83,6549
491,29; 82,922
492,6; 83,729
493,91; 83,688
495,22; 83,1881
496,53; 83,4765
497,83; 83,9003
499,14; 83,0769
500,45; 82,9915
501,76; 83,8788
503,06; 83,3975
504,37; 83,0126
505,68; 83,6785
506,98; 83,6811
508,29; 82,9704
509,6; 83,3251
510,9; 83,9401
512,21; 83,4822
513,51; 82,9695
514,82; 83,7226
516,12; 83,8184
517,42; 83,1193
518,73; 83,2972
520,03; 84,1316
521,34; 83,6477
522,64; 82,8855
523,94; 83,6276
525,25; 84,1427
526,55; 83,233
527,85; 82,9836
529,15; 83,8359
530,46; 83,9217
531,76; 82,8892
533,06; 83,0519
534,36; 83,9517
535,66; 83,9791
536,96; 82,8173
538,26; 83,1966
539,56; 84,1152
540,87; 83,8116
542,17; 82,7558
543,47; 83,1203
544,76; 84,1251
546,06; 83,7733
547,36; 82,6981
548,66; 83,0244
549,96; 84,3125
551,26; 83,8328
552,56; 82,7569
553,86; 82,7511
555,15; 84,0627
556,45; 83,8687
557,75; 82,8708
559,05; 82,8097
560,34; 83,8272
561,64; 84,3467
562,94; 83,11
564,23; 82,6299
565,53; 83,4957
566,82; 84,4212
568,12; 83,6722
569,41; 82,7854
570,71; 83,1854
572; 84,3689
573,3; 84,2905
574,59; 83,1409
575,89; 82,7277
577,18; 84,0802
578,47; 84,5311
579,77; 83,6597
581,06; 82,7509
582,35; 83,3098
583,65; 84,4811
584,94; 84,4088
586,23; 83,1869
587,52; 82,7707
588,82; 83,6532
590,11; 84,6745
591,4; 84,2127
592,69; 82,9215
593,98; 82,7935
595,27; 84,0195
596,56; 84,7392
597,85; 83,8574
599,14; 82,7938
600,43; 83,0003
601,72; 84,0539
603,01; 84,7983
604,3; 83,8311
605,59; 82,7416
606,88; 82,9134
608,16; 84,316
609,45; 85,0068
610,74; 84,0326
612,03; 82,8701
613,32; 82,7547
614,6; 83,9227
615,89; 84,5958
617,18; 83,9817
618,46; 82,7866
619,75; 82,5492
621,04; 83,7774
622,32; 84,7221
623,61; 84,5158
624,89; 83,3274
626,18; 82,4083
627,46; 83,3472
628,75; 84,5895
630,03; 84,8195
631,32; 83,7489
632,6; 82,5818
633,88; 82,8472
635,17; 84,0403
636,45; 84,7428
637,73; 84,3897
639,02; 83,0696
640,3; 82,2177
641,58; 82,9448
642,86; 84,2963
644,15; 84,7636
645,43; 83,8808
646,71; 82,5353
647,99; 82,4324
649,27; 83,4643
650,55; 84,5745
651,83; 84,6942
653,11; 83,7677
654,39; 82,4832
655,67; 82,1831
656,95; 83,5556
658,23; 84,8691
659,51; 84,8202
660,79; 83,4996
662,07; 82,5641
663,35; 82,4041
664,63; 83,3248
665,91; 84,6607
667,18; 84,5447
668,46; 83,5728
669,74; 82,487
671,02; 82,3638
672,29; 83,2319
673,57; 84,3881
674,85; 84,9438
676,12; 84,0758
677,4; 82,7451
678,67; 82,1658
679,95; 82,9733
681,22; 84,433
682,5; 85,2359
683,77; 84,9505
685,05; 83,4362
686,32; 82,3701
687,6; 82,4484
688,87; 83,612
690,15; 84,9238
691,42; 85,0073
692,69; 83,888
693,97; 82,5883
695,24; 82,1092
696,51; 82,4457
697,78; 83,4872
699,05; 84,6549
700,33; 84,7006
701,6; 83,5398
702,87; 82,218
704,14; 81,9178
705,41; 82,6917
706,68; 83,992
707,95; 85,1633
709,22; 84,8584
710,49; 83,8182
711,76; 82,4411
713,03; 81,8542
714,3; 82,4399
715,57; 83,8092
716,84; 84,7952
718,11; 84,8352
719,38; 83,7526
720,65; 82,5617
721,91; 81,824
723,18; 82,4447
724,45; 83,4899
725,72; 84,4659
726,98; 85,0068
728,25; 84,032
729,52; 82,7482
730,78; 81,8811
732,05; 81,921
733,32; 82,5419
734,58; 84,1939
735,85; 84,9375
737,11; 84,6993
738,38; 83,6985
739,64; 82,4743
740,91; 81,745
742,17; 81,7258
743,44; 82,948
744,7; 84,299
745,96; 84,8462
747,23; 84,4855
748,49; 83,1166
749,75; 82,0137
751,02; 81,6562
752,28; 82,0082
753,54; 83,2707
754,8; 84,7236
756,06; 85,1089
757,33; 84,3524
758,59; 83,1309
759,85; 81,9592
761,11; 81,5028
762,37; 82,1159
763,63; 83,0055
764,89; 84,2468
766,15; 84,9092
767,41; 84,6957
768,67; 83,1622
769,93; 82,1259
771,19; 81,1436
772,45; 81,6793
773,71; 82,5789
774,96; 83,703
776,22; 84,5896
777,48; 84,7813
778,74; 84,0307
