"Wavelength (nm)"; "Transmittance (%)"
395,13; 84,071
396,46; 82,1167
397,79; 83,6164
399,11; 83,1078
400,44; 82,8083
401,76; 82,9376
403,08; 82,9821
404,41; 83,9662
405,73; 82,6993
407,06; 83,6213
408,38; 82,9705
409,7; 82,3019
411,03; 82,3597
412,35; 83,6353
413,67; 83,4151
414,99; 83,4157
416,31; 83,275
417,64; 83,5046
418,96; 83,014
420,28; 83,3846
421,6; 83,15
422,92; 82,7733
424,24; 83,5047
425,56; 82,8608
426,88; 83,2005
428,2; 83,237
429,52; 83,1547
430,84; 83,0987
432,16; 83,4312
433,48; 83,7453
434,8; 83,3601
436,12; 83,3783
437,44; 83,3567
438,75; 83,1204
440,07; 83,6735
441,39; 83,3656
442,71; 83,2353
444,02; 83,7545
445,34; 83,1487
446,66; 83,5919
447,98; 83,5939
449,29; 83,1855
450,61; 83,8361
451,92; 83,3698
453,24; 83,4893
454,55; 83,6985
455,87; 83,0268
457,18; 83,4935
458,5; 83,6979
459,81; 83,3466
461,13; 83,8457
462,44; 83,564
463,76; 83,1384
465,07; 83,4684
466,38; 83,2354
467,7; 83,4847
469,01; 83,7958
470,32; 83,3655
471,63; 83,3364
472,95; 83,6243
474,26; 83,3213
475,57; 83,2479
476,88; 84,0093
478,19; 83,381
479,5; 83,375
480,81; 83,9051
482,13; 83,3116
483,44; 83,3208
484,75; 83,975
486,06; 83,4612
487,37; 83,2683
488,67; 83,8534
489,98; 83,4376
491,29; 83,0326
492,6; 83,7051
493,91; 83,5603
495,22; 82,9864
496,53; 83,379
497,83; 83,7083
499,14; 82,9134
500,45; 83,2473
501,76; 83,9258
503,06; 83,117
504,37; 82,93
505,68; 83,7423
506,98; 83,4825
508,29; 83,0114
509,6; 83,4415
510,9; 83,8674
512,21; 83,1562
513,51; 82,8464
514,82; 83,7243
516,12; 83,7858
517,42; 82,9187
518,73; 83,2657
520,03; 84,0195
521,34; 83,441
522,64; 82,824
523,94; 83,5825
525,25; 84,0214
526,55; 83,0236
527,85; 82,9701
529,15; 83,7494
530,46; 83,706
531,76; 82,7336
533,06; 83,011
534,36; 83,8136
535,66; 83,5677
536,96; 82,6014
538,26; 83,1441
539,56; 84,0231
540,87; 83,3901
542,17; 82,7178
543,47; 83,1994
544,76; 84,1264
546,06; 83,4934
547,36; 82,5218
548,66; 83,1012
549,96; 84,1382
551,26; 83,4114
552,56; 82,6219
553,86; 82,9124
555,15; 84,113
556,45; 83,6371
557,75; 82,6277
559,05; 82,7865
560,34; 83,7919
561,64; 84,0567
562,94; 82,833
564,23; 82,5587
565,53; 83,5089
566,82; 84,2431
568,12; 83,3285
569,41; 82,6914
570,71; 83,2102
572; 84,3819
573,3; 84,1154
574,59; 82,8852
575,89; 82,7404
577,18; 83,9654
578,47; 84,2789
579,77; 83,2945
581,06; 82,6492
582,35; 83,2995
583,65; 84,2774
584,94; 83,9901
586,23; 82,803
587,52; 82,6696
588,82; 83,7223
590,11; 84,4938
591,4; 83,8267
592,69; 82,6725
593,98; 82,92
595,27; 83,9978
596,56; 84,3977
597,85; 83,48
599,14; 82,5197
600,43; 83,0359
601,72; 84,0664
603,01; 84,4887
604,3; 83,4756
605,59; 82,5124
606,88; 83,0412
608,16; 84,2134
609,45; 84,5579
610,74; 83,5261
612,03; 82,5597
613,32; 82,7904
614,6; 83,82
615,89; 84,3549
617,18; 83,6026
618,46; 82,6036
619,75; 82,6194
621,04; 83,9168
622,32; 84,6313
623,61; 84,195
624,89; 82,9843
626,18; 82,3176
627,46; 83,1645
628,75; 84,3504
630,03; 84,2723
631,32; 83,248
632,6; 82,3442
633,88; 82,8369
635,17; 84,0074
636,45; 84,5403
637,73; 83,9615
639,02; 82,7775
640,3; 82,2749
641,58; 83,069
642,86; 84,197
644,15; 84,3309
645,43; 83,393
646,71; 82,3374
647,99; 82,4115
649,27; 83,5093
650,55; 84,3785
651,83; 84,3564
653,11; 83,2568
654,39; 82,2342
655,67; 82,195
656,95; 83,589
658,23; 84,6653
659,51; 84,3376
660,79; 82,9982
662,07; 82,2987
663,35; 82,3733
664,63; 83,3575
665,91; 84,546
667,18; 84,1381
668,46; 83,2198
669,74; 82,1245
671,02; 82,3544
672,29; 83,3359
673,57; 84,4301
674,85; 84,6998
676,12; 83,6506
677,4; 82,4125
678,67; 81,9754
679,95; 83,0245
681,22; 84,3939
682,5; 84,9882
683,77; 84,3762
685,05; 82,9836
686,32; 81,9399
687,6; 82,2736
688,87; 83,5545
690,15; 84,8278
691,42; 84,719
692,69; 83,5537
693,97; 82,2846
695,24; 81,9206
696,51; 82,4843
697,78; 83,4507
699,05; 84,4323
700,33; 84,3658
701,6; 83,0857
702,87; 81,9051
704,14; 81,8084
705,41; 82,6468
706,68; 83,8017
707,95; 84,7221
709,22; 84,3572
710,49; 83,4542
711,76; 82,1607
713,03; 81,7678
714,3; 82,4062
715,57; 83,6987
716,84; 84,4469
718,11; 84,3351
719,38; 83,2308
720,65; 82,2181
721,91; 81,7829
723,18; 82,479
724,45; 83,4739
725,72; 84,2384
726,98; 84,531
728,25; 83,4865
729,52; 82,2521
730,78; 81,5883
732,05; 81,887
733,32; 82,534
734,58; 84,0797
735,85; 84,5915
737,11; 84,1357
738,38; 83,1403
739,64; 82,1751
740,91; 81,755
742,17; 81,9839
743,44; 83,1897
744,7; 84,3186
745,96; 84,4802
747,23; 84,0592
748,49; 82,7169
749,75; 81,755
751,02; 81,628
752,28; 82,1168
753,54; 83,2913
754,8; 84,555
756,06; 84,6375
757,33; 83,6753
758,59; 82,4065
759,85; 81,5378
761,11; 81,379
762,37; 82,1169
763,63; 83,0699
764,89; 84,1307
766,15; 84,4395
767,41; 84,1468
768,67; 82,7187
769,93; 81,6257
771,19; 80,9803
772,45; 81,6473
773,71; 82,6575
774,96; 83,7152
776,22; 84,3887
777,48; 84,4319
778,74; 83,4868
779,99; 82,2909
781,25; 81,3248
782,51; 81,0971
783,77; 81,7568
785,02; 82,9397
786,28; 84,2043
787,53; 84,6682
788,79; 83,7501
790,05; 82,9619
791,3; 81,6938
792,56; 80,9845
793,81; 81,0529
795,07; 81,8593
796,32; 82,9862
797,58; 84,128
798,83; 84,5256
800,08; 83,986
801,34; 82,9359
802,59; 81,6289
803,84; 80,8004
805,1; 80,7381
806,35; 81,5663
807,6; 82,6722
808,85; 83,8416
810,11; 84,6301
811,36; 84,0434
812,61; 83,3489
813,86; 82,0546
815,11; 81,0231
816,36; 80,5751
817,61; 81,0062
818,86; 81,9224
820,11; 83,2125
821,36; 84,3076
822,61; 84,3059
823,86; 83,8728
825,11; 82,8307
826,36; 81,5105
827,61; 80,5032
828,86; 80,4142
830,11; 81,0995
831,35; 82,0783
832,6; 83,2896
833,85; 84,4237
835,1; 84,453
836,34; 83,5186
837,59; 82,4574
838,84; 81,4136
840,08; 80,554
841,33; 80,4951
842,58; 80,931
843,82; 82,0344
845,07; 83,5332
846,31; 84,4845
847,56; 84,2848
848,8; 83,693
850,05; 82,562
851,29; 81,519
852,54; 80,5465
853,78; 80,2473
855,02; 81,0568
856,27; 82,0145
857,51; 82,7978
858,75; 83,9943
860; 84,7288
861,24; 84,4468
862,48; 83,3037
863,72; 82,1148
864,97; 81,2148
866,21; 80,6666
867,45; 80,7094
868,69; 81,1197
869,93; 81,9522
871,17; 83,2379
872,41; 83,9151
873,65; 84,4857
874,89; 84,0806
876,13; 82,7524
877,37; 81,8019
878,61; 81,0512
879,85; 80,3259
881,09; 79,9209
882,33; 80,3276
883,57; 81,5529
884,8; 82,7426
886,04; 83,8094
887,28; 84,3252
888,52; 83,7896
889,76; 83,2988
890,99; 82,3029
892,23; 81,1013
893,47; 80,5314
894,7; 80,1255
895,94; 80,3599
897,17; 80,9897
898,41; 82,2748
899,65; 83,4485
900,88; 84,4502
902,12; 84,4711
903,35; 84,0407
904,59; 82,8635
905,82; 81,893
907,05; 80,8679
908,29; 79,9362
909,52; 79,7648
910,75; 80,3513
911,99; 81,4688
913,22; 82,4265
914,45; 83,5616
915,69; 84,5745
916,92; 84,4291
918,15; 84,0876
919,38; 83,5308
920,61; 81,9126
921,85; 80,7278
923,08; 79,9803
924,31; 79,8485
925,54; 80,4787
926,77; 81,1238
928; 82,0066
929,23; 83,7421
930,46; 84,3694
931,69; 84,7043
932,92; 84,5323
934,15; 83,8078
935,38; 82,565
936,6; 81,4588
937,83; 80,785
939,06; 79,9313
940,29; 79,7676
941,52; 79,6861
942,74; 80,5592
943,97; 81,5257
945,2; 83,125
946,42; 84,3409
947,65; 84,9246
948,88; 84,4468
950,1; 83,5207
951,33; 82,0681
952,55; 81,6029
953,78; 80,984
955,01; 79,9716
956,23; 79,7238
957,46; 80,0961
958,68; 80,8499
959,9; 81,861
961,13; 83,2319
962,35; 83,8945
963,58; 84,2983
964,8; 84,6236
966,02; 84,2588
