"Wavelength (nm)"; "Transmittance (%)"
395,13; 82,8887
396,46; 83,5776
397,79; 83,0329
399,11; 82,0884
400,44; 81,9959
401,76; 82,3279
403,08; 82,4378
404,41; 83,0275
405,73; 82,5314
407,06; 82,7361
408,38; 82,8528
409,7; 82,9363
411,03; 82,584
412,35; 81,9235
413,67; 82,9757
414,99; 83,0131
416,31; 83,6746
417,64; 83,0031
418,96; 83,5125
420,28; 82,5072
421,6; 83,204
422,92; 83,6374
424,24; 82,9972
425,56; 83,5821
426,88; 82,7978
428,2; 82,9763
429,52; 83,0703
430,84; 82,7961
432,16; 83,6178
433,48; 83,1646
434,8; 83,9732
436,12; 83,2711
437,44; 83,1254
438,75; 83,6346
440,07; 83,2892
441,39; 83,8256
442,71; 83,4658
444,02; 83,4463
445,34; 83,6995
446,66; 83,1918
447,98; 83,8274
449,29; 83,2626
450,61; 83,2971
451,92; 83,8526
453,24; 83,4258
454,55; 83,5821
455,87; 84,0462
457,18; 83,2947
458,5; 83,7932
459,81; 83,6751
461,13; 83,6066
462,44; 84,1436
463,76; 83,6157
465,07; 83,3539
466,38; 83,863
467,7; 83,4969
469,01; 83,7137
470,32; 84,0006
471,63; 83,2979
472,95; 83,6116
474,26; 84,0093
475,57; 83,3609
476,88; 83,7152
478,19; 83,9507
479,5; 83,2465
480,81; 83,743
482,13; 83,9752
483,44; 83,2963
484,75; 83,5607
486,06; 83,9183
487,37; 83,1921
488,67; 83,6344
489,98; 84,0411
491,29; 83,2231
492,6; 83,2066
493,91; 83,8997
495,22; 83,5008
496,53; 83,2975
497,83; 84,0647
499,14; 83,6238
500,45; 82,8688
501,76; 83,664
503,06; 83,8822
504,37; 83,0031
505,68; 83,4966
506,98; 84,1178
508,29; 83,3845
509,6; 82,9675
510,9; 83,9875
512,21; 83,8475
513,51; 83,0212
514,82; 83,4293
516,12; 84,2167
517,42; 83,2622
518,73; 83,0011
520,03; 83,9177
521,34; 84,1395
522,64; 83,1232
523,94; 83,2966
525,25; 84,2717
526,55; 83,5432
527,85; 82,7367
529,15; 83,492
530,46; 84,281
531,76; 83,4613
533,06; 82,8649
534,36; 83,7714
535,66; 84,0531
536,96; 82,9326
538,26; 82,7721
539,56; 83,9926
540,87; 84,3499
542,17; 83,1356
543,47; 82,9475
544,76; 84,0549
546,06; 83,9415
547,36; 82,7687
548,66; 82,9124
549,96; 84,2574
551,26; 84,2647
552,56; 83,0137
553,86; 82,756
555,15; 83,8989
556,45; 84,1219
557,75; 82,996
559,05; 82,781
560,34; 83,9512
561,64; 84,6032
562,94; 83,3632
564,23; 82,5164
565,53; 83,4497
566,82; 84,4326
568,12; 83,9081
569,41; 82,8876
570,71; 83,4186
572; 84,6863
573,3; 84,4787
574,59; 83,048
575,89; 82,6609
577,18; 83,9735
578,47; 84,9074
579,77; 83,9346
581,06; 82,9862
582,35; 83,5259
583,65; 84,7541
584,94; 84,5608
586,23; 83,1497
587,52; 82,7228
588,82; 84,0053
590,11; 85,0682
591,4; 84,498
592,69; 83,1915
593,98; 83,1718
595,27; 84,3344
596,56; 84,9005
597,85; 83,8354
599,14; 82,7786
600,43; 83,3125
601,72; 84,8261
603,01; 85,2919
604,3; 83,9221
605,59; 82,8185
606,88; 83,3959
608,16; 84,6852
609,45; 84,8816
610,74; 83,8365
612,03; 82,8445
613,32; 83,5225
614,6; 84,9772
615,89; 85,2877
617,18; 83,9638
618,46; 82,7679
619,75; 83,0491
621,04; 84,4288
622,32; 85,1583
623,61; 84,3379
624,89; 83,0771
626,18; 82,9008
627,46; 84,3229
628,75; 85,297
630,03; 84,667
631,32; 83,2023
632,6; 82,6002
633,88; 83,4741
635,17; 84,9215
636,45; 85,2224
637,73; 84,1037
639,02; 82,8697
640,3; 82,9996
641,58; 84,2484
642,86; 85,213
644,15; 84,7175
645,43; 83,322
646,71; 82,4988
647,99; 83,2237
649,27; 84,6911
650,55; 85,3978
651,83; 84,5668
653,11; 83,1324
654,39; 82,6052
655,67; 83,5491
656,95; 84,8038
658,23; 85,1974
659,51; 84,1124
660,79; 82,8678
662,07; 82,5881
663,35; 83,6498
664,63; 85,1352
665,91; 85,4899
667,18; 84,3874
668,46; 82,8368
669,74; 82,3304
671,02; 83,264
672,29; 84,6753
673,57; 85,2184
674,85; 84,5155
676,12; 83,2133
677,4; 82,4048
678,67; 83,1234
679,95; 84,5639
681,22; 85,4307
682,5; 85,0888
683,77; 83,4686
685,05; 82,3109
686,32; 82,3321
687,6; 83,7397
688,87; 85,0516
690,15; 85,3853
691,42; 84,3824
692,69; 82,9472
693,97; 82,4041
695,24; 83,042
696,51; 84,494
697,78; 85,3944
699,05; 85,0476
700,33; 83,6311
701,6; 82,4375
702,87; 82,1985
704,14; 83,1844
705,41; 84,6723
706,68; 85,4637
707,95; 85,0764
709,22; 83,7301
710,49; 82,4964
711,76; 82,348
713,03; 83,2339
714,3; 84,6614
715,57; 85,2776
716,84; 84,7816
718,11; 83,4936
719,38; 82,3085
720,65; 82,1362
721,91; 83,0936
723,18; 84,6146
724,45; 85,5099
725,72; 85,337
726,98; 84,0696
728,25; 82,6481
729,52; 82,011
730,78; 82,4349
732,05; 83,7447
733,32; 84,9706
734,58; 85,2527
735,85; 84,3634
737,11; 82,9888
738,38; 82,0954
739,64; 82,1745
740,91; 83,2209
742,17; 84,6612
743,44; 85,4638
744,7; 85,1541
745,96; 83,9179
747,23; 82,5679
748,49; 81,7448
749,75; 82,0054
751,02; 83,2888
752,28; 84,6379
753,54; 85,3386
754,8; 84,8845
756,06; 83,6992
757,33; 82,4788
758,59; 81,914
759,85; 82,339
761,11; 83,4985
762,37; 84,6937
763,63; 85,2429
764,89; 84,8124
766,15; 83,6009
767,41; 82,2511
768,67; 81,4933
769,93; 81,7039
771,19; 82,892
772,45; 84,383
773,71; 85,2667
774,96; 85,1747
776,22; 84,2452
777,48; 82,8718
778,74; 81,9236
779,99; 81,6729
781,25; 82,3337
782,51; 83,6287
783,77; 84,6958
785,02; 85,195
786,28; 84,7051
787,53; 83,4613
788,79; 82,142
790,05; 81,4237
791,3; 81,6146
792,56; 82,5727
793,81; 84,0198
795,07; 85,0297
796,32; 85,3446
797,58; 84,5747
798,83; 83,3373
800,08; 82,0899
801,34; 81,414
802,59; 81,5551
803,84; 82,4154
805,1; 83,7226
806,35; 84,726
807,6; 85,095
808,85; 84,3977
810,11; 83,1964
811,36; 82,0012
812,61; 81,3672
813,86; 81,3968
815,11; 82,276
816,36; 83,6295
817,61; 84,8003
818,86; 85,2541
820,11; 84,9194
821,36; 83,7852
822,61; 82,4048
823,86; 81,3423
825,11; 81,0259
826,36; 81,4231
827,61; 82,4691
828,86; 83,9064
830,11; 84,8116
831,35; 84,9878
832,6; 84,361
833,85; 83,3548
835,1; 82,1612
836,34; 81,253
837,59; 81,2294
838,84; 81,8052
840,08; 82,9338
841,33; 84,024
842,58; 84,8743
843,82; 85,0549
845,07; 84,4546
846,31; 83,1278
847,56; 81,7604
848,8; 80,9774
850,05; 80,85
851,29; 81,2337
852,54; 82,4859
853,78; 83,7917
855,02; 84,6783
856,27; 85,1521
857,51; 84,8332
858,75; 83,628
860; 82,5589
861,24; 81,409
862,48; 81,0201
863,72; 81,117
864,97; 81,9064
866,21; 82,9579
867,45; 83,9897
868,69; 84,7516
869,93; 84,7777
871,17; 84,1333
872,41; 83,0553
873,65; 81,7989
874,89; 80,765
876,13; 80,4885
877,37; 81,0704
878,61; 82,1152
879,85; 83,2793
881,09; 84,4522
882,33; 84,962
883,57; 85,0276
884,8; 84,3245
886,04; 83,2685
887,28; 81,9943
888,52; 81,0306
889,76; 80,402
890,99; 80,6015
892,23; 81,3538
893,47; 82,5856
894,7; 83,8763
895,94; 84,6156
897,17; 84,749
898,41; 84,2472
899,65; 83,4099
900,88; 82,3493
902,12; 81,4474
903,35; 80,9467
904,59; 80,9106
905,82; 81,3706
907,05; 82,2961
908,29; 83,4516
909,52; 84,4981
910,75; 85,1945
911,99; 85,1749
913,22; 84,6103
914,45; 83,6429
915,69; 82,0531
916,92; 81,2059
918,15; 80,7055
919,38; 80,532
920,61; 80,8527
921,85; 81,7911
923,08; 82,7132
924,31; 84,0582
925,54; 84,8469
926,77; 84,8269
928; 84,3649
929,23; 83,4145
930,46; 82,509
931,69; 81,5037
932,92; 80,9279
934,15; 80,5189
935,38; 80,6549
936,6; 81,6153
937,83; 82,7047
939,06; 83,6892
940,29; 84,3797
941,52; 84,9602
942,74; 84,8369
943,97; 84,3981
945,2; 83,3223
946,42; 81,8306
947,65; 80,9239
948,88; 80,3996
950,1; 79,9887
951,33; 80,4704
952,55; 81,1029
953,78; 82,4567
955,01; 83,66
956,23; 84,4964
957,46; 84,7676
958,68; 84,9889
959,9; 84,5848
961,13; 83,5745
962,35; 82,6801
963,58; 81,3365
964,8; 80,6942
966,02; 80,3346
967,24; 80,4359
968,47; 80,9585
969,69; 81,8093
970,91; 83,2349
972,13; 83,6622
973,36; 84,807
974,58; 84,9144
975,8; 84,7669
977,02; 84,0558
978,24; 83,076
979,46; 81,6552
980,68; 80,9464
981,9; 80,2422
983,12; 80,1305
984,34; 80,5453
985,56; 81,0227
986,78; 81,8005
988; 83,2086
989,22; 83,7183
990,44; 84,5303
991,65; 84,7774
992,87; 84,9379
994,09; 84,5792
995,31; 83,3008
996,53; 82,6215
997,74; 81,5438
998,96; 80,7541
1000,18; 80,2689
1001,39; 80,2424
1002,61; 80,7347
1003,83; 80,9402
1005,04; 82,1582
