"Wavelength (nm)"; "Transmittance (%)"
395,13; 83,8221
396,46; 82,5914
397,79; 82,3041
399,11; 82,4871
400,44; 82,6176
401,76; 82,5754
403,08; 83,6727
404,41; 83,3223
405,73; 83,1581
407,06; 82,7594
408,38; 83,2447
409,7; 83,0694
411,03; 82,9669
412,35; 82,8316
413,67; 83,3077
414,99; 83,834
416,31; 82,977
417,64; 83,3148
418,96; 82,5593
420,28; 83,0338
421,6; 82,6438
422,92; 83,4302
424,24; 83,5851
425,56; 82,7854
426,88; 83,1276
428,2; 83,3825
429,52; 83,0855
430,84; 83,2371
432,16; 83,2308
433,48; 83,4844
434,8; 83,168
436,12; 83,5063
437,44; 83,4826
438,75; 82,9367
440,07; 83,4325
441,39; 83,2472
442,71; 83,1775
444,02; 83,8132
445,34; 83,2064
446,66; 83,7605
447,98; 83,3753
449,29; 83,2401
450,61; 83,4154
451,92; 83,1642
453,24; 83,1865
454,55; 83,6993
455,87; 82,9792
457,18; 83,5892
458,5; 83,6987
459,81; 83,073
461,13; 83,6676
462,44; 83,3889
463,76; 83,0104
465,07; 83,5953
466,38; 83,2773
467,7; 83,3642
469,01; 83,8359
470,32; 83,2889
471,63; 83,2993
472,95; 83,7357
474,26; 83,1412
475,57; 83,3191
476,88; 84,0444
478,19; 83,3815
479,5; 83,277
480,81; 83,7456
482,13; 83,3121
483,44; 83,1384
484,75; 83,7672
486,06; 83,4326
487,37; 83,1541
488,67; 83,7138
489,98; 83,3281
491,29; 83,1409
492,6; 83,679
493,91; 83,5868
495,22; 83,0379
496,53; 83,4544
497,83; 83,733
499,14; 82,8664
500,45; 83,1785
501,76; 83,859
503,06; 83,2043
504,37; 83,0151
505,68; 83,7014
506,98; 83,543
508,29; 82,8358
509,6; 83,3655
510,9; 83,7932
512,21; 83,1747
513,51; 82,918
514,82; 83,6372
516,12; 83,6489
517,42; 82,8684
518,73; 83,266
520,03; 84,0198
521,34; 83,3611
522,64; 82,8243
523,94; 83,5516
525,25; 83,9142
526,55; 83,0238
527,85; 82,9406
529,15; 83,7349
530,46; 83,6483
531,76; 82,8052
533,06; 83,0394
534,36; 83,8138
535,66; 83,4854
536,96; 82,5744
538,26; 83,1443
539,56; 84,01
540,87; 83,4563
542,17; 82,6657
543,47; 83,1218
544,76; 84,0879
546,06; 83,4553
547,36; 82,5601
548,66; 82,9754
549,96; 84,0006
551,26; 83,3991
552,56; 82,6097
553,86; 82,8387
555,15; 84,0026
556,45; 83,5882
557,75; 82,6157
559,05; 82,7989
560,34; 83,707
561,64; 83,9234
562,94; 82,7122
564,23; 82,571
565,53; 83,4971
566,82; 84,1357
568,12; 83,2573
569,41; 82,6441
570,71; 83,2222
572; 84,3703
573,3; 83,9864
574,59; 82,8504
575,89; 82,7638
577,18; 83,954
578,47; 84,1524
579,77; 83,1001
581,06; 82,558
582,35; 83,3224
583,65; 84,3913
584,94; 83,9676
586,23; 82,7579
587,52; 82,6698
588,82; 83,8019
590,11; 84,4826
591,4; 83,8155
592,69; 82,6158
593,98; 82,8061
595,27; 83,9751
596,56; 84,3978
597,85; 83,526
599,14; 82,5772
600,43; 83,0245
601,72; 84,0551
603,01; 84,4313
604,3; 83,4068
605,59; 82,5126
606,88; 83,0529
608,16; 84,179
609,45; 84,5696
610,74; 83,4917
612,03; 82,5945
613,32; 82,756
614,6; 83,8201
615,89; 84,309
617,18; 83,5222
618,46; 82,6383
619,75; 82,6886
621,04; 83,917
622,32; 84,551
623,61; 84,0343
624,89; 82,9156
626,18; 82,3637
627,46; 83,2681
628,75; 84,2819
630,03; 84,2496
631,32; 83,2368
632,6; 82,2421
633,88; 82,8712
635,17; 84,0643
636,45; 84,5404
637,73; 83,8826
639,02; 82,6537
640,3; 82,2189
641,58; 83,1027
642,86; 84,2864
644,15; 84,3422
645,43; 83,3709
646,71; 82,3597
647,99; 82,3676
649,27; 83,4326
650,55; 84,3568
651,83; 84,2473
653,11; 83,2896
654,39; 82,2778
655,67; 82,1951
656,95; 83,5137
658,23; 84,6115
659,51; 84,2303
660,79; 82,9663
662,07; 82,3095
663,35; 82,4158
664,63; 83,326
665,91; 84,462
667,18; 84,1382
668,46; 83,1159
669,74; 82,2078
671,02; 82,3546
672,29; 83,3978
673,57; 84,3483
674,85; 84,5163
676,12; 83,529
677,4; 82,4429
678,67; 82,0662
679,95; 83,0547
681,22; 84,3541
682,5; 84,8193
683,77; 84,2673
685,05; 82,9246
686,32; 81,9989
687,6; 82,3812
688,87; 83,5741
690,15; 84,6922
691,42; 84,5746
692,69; 83,3623
693,97; 82,1801
695,24; 81,9776
696,51; 82,6356
697,78; 83,6005
699,05; 84,3952
700,33; 84,1889
701,6; 82,9187
702,87; 81,8314
704,14; 81,8177
705,41; 82,7202
706,68; 83,9019
707,95; 84,7493
709,22; 84,2588
710,49; 83,2852
711,76; 82,0729
713,03; 81,7418
714,3; 82,4409
715,57; 83,7759
716,84; 84,4044
718,11; 84,2588
719,38; 83,1129
720,65; 82,1426
721,91; 81,7327
723,18; 82,4875
724,45; 83,5077
725,72; 84,2386
726,98; 84,5141
728,25; 83,4354
729,52; 82,1923
730,78; 81,4676
732,05; 81,7826
733,32; 82,5604
734,58; 84,1506
735,85; 84,6628
737,11; 84,1358
738,38; 83,1314
739,64; 82,0752
740,91; 81,6088
742,17; 81,8646
743,44; 83,1342
744,7; 84,2533
745,96; 84,5368
747,23; 83,9454
748,49; 82,6598
749,75; 81,7071
751,02; 81,4921
752,28; 82,0484
753,54; 83,2323
754,8; 84,4754
756,06; 84,5874
757,33; 83,6047
758,59; 82,4271
759,85; 81,5792
761,11; 81,3584
762,37; 82,1486
763,63; 82,9432
764,89; 84,067
766,15; 84,4075
767,41; 84,0715
768,67; 82,6213
769,93; 81,5714
771,19; 80,9586
772,45; 81,6585
773,71; 82,6244
774,96; 83,7376
776,22; 84,3103
777,48; 84,3529
778,74; 83,4075
779,99; 82,2682
781,25; 81,3018
782,51; 81,1441
783,77; 81,7806
785,02; 82,892
786,28; 84,2288
787,53; 84,5826
788,79; 83,8492
790,05; 82,8375
791,3; 81,5807
792,56; 80,9719
793,81; 81,0144
795,07; 81,7549
796,32; 83,026
797,58; 84,0215
798,83; 84,4719
800,08; 83,9726
801,34; 82,9085
802,59; 81,6569
803,84; 80,7163
805,1; 80,7241
806,35; 81,5234
807,6; 82,7014
808,85; 83,8418
810,11; 84,4821
811,36; 83,9385
812,61; 83,2883
813,86; 82,0549
815,11; 80,9768
816,36; 80,7633
817,61; 81,0697
818,86; 81,9386
820,11; 83,0837
821,36; 84,2423
822,61; 84,2896
823,86; 83,7062
825,11; 82,5943
826,36; 81,3402
827,61; 80,5893
828,86; 80,5012
830,11; 81,2577
831,35; 82,1316
832,6; 83,3078
833,85; 84,3336
835,1; 84,4167
836,34; 83,4635
837,59; 82,3082
838,84; 81,2817
840,08; 80,4207
841,33; 80,4569
842,58; 81,0668
843,82; 82,2308
845,07; 83,633
846,31; 84,4647
847,56; 84,2045
848,8; 83,6116
850,05; 82,4797
851,29; 81,228
852,54; 80,5258
853,78; 80,1841
855,02; 80,9715
856,27; 81,9284
857,51; 82,7981
858,75; 84,0167
860; 84,6176
861,24; 84,4472
862,48; 83,2584
863,72; 82,1152
864,97; 81,1222
866,21; 80,6202
867,45; 80,8279
868,69; 81,0962
869,93; 81,9286
871,17; 83,1896
872,41; 83,7928
873,65; 84,4861
874,89; 84,1561
876,13; 82,8538
877,37; 81,9302
878,61; 80,8455
879,85; 80,2481
881,09; 79,9477
882,33; 80,5941
883,57; 81,419
884,8; 82,7974
886,04; 83,7273
887,28; 84,2145
888,52; 83,8182
889,76; 83,3562
890,99; 82,3318
892,23; 81,1306
893,47; 80,7356
894,7; 80,0965
895,94; 80,4793
897,17; 81,0502
898,41; 82,1233
899,65; 83,3566
900,88; 84,2632
902,12; 84,2195
903,35; 83,8175
904,59; 82,8962
905,82; 81,8281
907,05; 80,7035
908,29; 79,7362
909,52; 79,7316
910,75; 80,5229
911,99; 81,5734
913,22; 82,7425
914,45; 83,6334
915,69; 84,4306
916,92; 84,4662
918,15; 84,0882
919,38; 83,1955
920,61; 82,0646
921,85; 80,5755
923,08; 79,7482
924,31; 79,7706
925,54; 80,5595
926,77; 81,3281
928; 82,1725
929,23; 83,4912
930,46; 84,4976
931,69; 84,7482
932,92; 84,4457
934,15; 84,0755
935,38; 82,4304
936,6; 81,322
937,83; 80,4604
939,06; 79,5086
940,29; 79,6248
941,52; 79,6869
942,74; 80,7547
943,97; 81,7719
945,2; 83,2248
946,42; 84,3417
947,65; 84,9254
948,88; 84,3974
950,1; 83,5215
951,33; 82,1689
952,55; 81,4527
953,78; 80,9848
955,01; 79,8706
956,23; 79,5701
957,46; 79,9403
958,68; 80,7977
959,9; 81,7536
961,13; 83,1222
962,35; 83,9524
963,58; 84,2993
964,8; 84,6848
966,02; 84,5079
967,24; 83,4165
968,47; 82,7073
969,69; 81,7933
970,91; 80,9913
972,13; 79,7235
973,36; 80,2464
974,58; 80,7129
975,8; 81,4533
977,02; 82,5684
978,24; 83,0082
979,46; 83,571
980,68; 83,6466
981,9; 83,8698
983,12; 83,2761
984,34; 83,1525
985,56; 81,8854
986,78; 81,1291
988; 80,1649
989,22; 79,6887
990,44; 79,3765
991,65; 79,9358
992,87; 80,806
994,09; 82,1555
995,31; 83,7389
996,53; 83,4272
997,74; 84,4302
998,96; 84,311
1000,18; 84,4347
1001,39; 83,5946
1002,61; 82,6869
1003,83; 81,4816
1005,04; 80,1227
1006,26; 80,1499
1007,47; 79,3257
1008,69; 79,9382
1009,9; 80,4638
1011,12; 81,129
1012,33; 82,4591
1013,54; 82,8581
1014,76; 83,6721
1015,97; 83,5443
1017,19; 83,6944
1018,4; 83,5282
1019,61; 83,7051
1020,83; 82,1961
1022,04; 81,7087
1023,25; 80,4637
1024,46; 79,8395
1025,67; 80,2529
1026,89; 79,2803
1028,1; 79,9526
1029,31; 80,8251
1030,52; 81,1547
1031,73; 82,6232
1032,94; 83,7784
1034,15; 84,4145
1035,36; 85,2868
1036,57; 84,4275
1037,78; 84,7046
1038,99; 83,9713
1040,2; 82,7156
