"Wavelength (nm)"; "Transmittance (%)"
395,13; 81,9516
396,46; 82,0085
397,79; 80,7588
399,11; 82,047
400,44; 81,5696
401,76; 81,0989
403,08; 81,7425
404,41; 81,7762
405,73; 81,9267
407,06; 81,9807
408,38; 82,1952
409,7; 81,7734
411,03; 82,0062
412,35; 81,2476
413,67; 81,951
414,99; 82,0251
416,31; 81,9276
417,64; 82,3134
418,96; 81,6551
420,28; 81,9567
421,6; 81,9345
422,92; 82,0333
424,24; 82,5375
425,56; 81,7301
426,88; 82,2547
428,2; 81,7797
429,52; 82,1236
430,84; 81,9285
432,16; 82,0425
433,48; 82,3991
434,8; 81,7576
436,12; 82,1379
437,44; 82,1976
438,75; 81,8623
440,07; 82,3758
441,39; 81,9476
442,71; 82,2931
444,02; 82,5849
445,34; 81,7207
446,66; 82,1251
447,98; 82,211
449,29; 82,0629
450,61; 82,2421
451,92; 81,8821
453,24; 82,1159
454,55; 82,3557
455,87; 81,7339
457,18; 82,1582
458,5; 81,9593
459,81; 81,7824
461,13; 82,2582
462,44; 82,2386
463,76; 81,9345
465,07; 82,3466
466,38; 81,658
467,7; 81,8837
469,01; 82,31
470,32; 81,8983
471,63; 82,0068
472,95; 82,2265
474,26; 81,7858
475,57; 81,8772
476,88; 82,6098
478,19; 81,9255
479,5; 81,8709
480,81; 82,3192
482,13; 81,8069
483,44; 81,7668
484,75; 82,3642
486,06; 81,7553
487,37; 81,6883
488,67; 82,2849
489,98; 81,975
491,29; 81,4058
492,6; 82,0261
493,91; 82,0883
495,22; 81,2202
496,53; 81,719
497,83; 82,1747
499,14; 81,4117
500,45; 81,419
501,76; 82,2246
503,06; 81,8613
504,37; 81,2254
505,68; 81,8534
506,98; 82,2355
508,29; 81,3378
509,6; 81,4429
510,9; 82,432
512,21; 81,8385
513,51; 81,1305
514,82; 81,9458
516,12; 82,3123
517,42; 81,314
518,73; 81,2982
520,03; 82,3133
521,34; 81,9936
522,64; 81,0753
523,94; 81,4959
525,25; 82,4401
526,55; 81,6479
527,85; 80,8358
529,15; 81,6747
530,46; 82,4434
531,76; 81,5328
533,06; 80,913
534,36; 81,8829
535,66; 82,3354
536,96; 81,2253
538,26; 80,7647
539,56; 82,0207
540,87; 82,299
542,17; 81,1732
543,47; 80,8308
544,76; 81,9745
546,06; 82,3242
547,36; 81,1989
548,66; 80,6787
549,96; 81,8453
551,26; 82,3417
552,56; 81,3383
553,86; 80,7577
555,15; 81,5838
556,45; 82,4002
557,75; 81,5757
559,05; 80,6908
560,34; 81,3369
561,64; 82,5779
562,94; 82,1134
564,23; 80,9389
565,53; 81,081
566,82; 82,3826
568,12; 82,6903
569,41; 81,5295
570,71; 80,9581
572; 81,9669
573,3; 82,9231
574,59; 82,2704
575,89; 81,1306
577,18; 81,417
578,47; 82,7709
579,77; 82,865
581,06; 81,8371
582,35; 81,1304
583,65; 81,9536
584,94; 83,1822
586,23; 82,8709
587,52; 81,5745
588,82; 81,363
590,11; 82,5083
591,4; 83,3239
592,69; 82,5932
593,98; 81,4348
595,27; 81,5498
596,56; 82,8869
597,85; 83,4776
599,14; 82,5451
600,43; 81,3527
601,72; 81,6479
603,01; 83,0393
604,3; 83,5331
605,59; 82,5154
606,88; 81,3281
608,16; 81,5548
609,45; 82,9469
610,74; 83,5129
612,03; 82,7534
613,32; 81,4979
614,6; 81,3209
615,89; 82,7142
617,18; 83,5947
618,46; 83,0131
619,75; 81,7534
621,04; 81,2576
622,32; 82,393
623,61; 83,5719
624,89; 83,4738
626,18; 82,1545
627,46; 81,2366
628,75; 81,7715
630,03; 83,1259
631,32; 83,8812
632,6; 82,9019
633,88; 81,5211
635,17; 81,2341
636,45; 82,4135
637,73; 83,567
639,02; 83,6105
640,3; 82,3784
641,58; 81,2138
642,86; 81,5002
644,15; 82,7804
645,43; 83,8234
646,71; 83,2982
647,99; 81,9638
649,27; 81,1809
650,55; 81,6415
651,83; 83,0715
653,11; 83,8618
654,39; 83,2335
655,67; 81,8156
656,95; 81,0718
658,23; 81,722
659,51; 83,1337
660,79; 83,9824
662,07; 83,2814
663,35; 81,8875
664,63; 80,9962
665,91; 81,477
667,18; 82,9025
668,46; 83,9479
669,74; 83,5905
671,02; 82,1456
672,29; 81,1387
673,57; 81,204
674,85; 82,4402
676,12; 83,694
677,4; 83,8754
678,67; 82,8102
679,95; 81,397
681,22; 80,9545
682,5; 81,8076
683,77; 83,2438
685,05; 83,8992
686,32; 83,4788
687,6; 82,0902
688,87; 81,0884
690,15; 81,1507
691,42; 82,34
692,69; 83,6357
693,97; 83,9776
695,24; 83,0742
696,51; 81,6689
697,78; 80,856
699,05; 81,2622
700,33; 82,6517
701,6; 83,7884
702,87; 84,0064
704,14; 82,96
705,41; 81,6126
706,68; 80,964
707,95; 81,2985
709,22; 82,6206
710,49; 83,8163
711,76; 84,0302
713,03; 83,0957
714,3; 81,7017
715,57; 80,8458
716,84; 81,1616
718,11; 82,3023
719,38; 83,5952
720,65; 84,0813
721,91; 83,4927
723,18; 82,0747
724,45; 80,997
725,72; 80,9368
726,98; 81,9061
728,25; 83,237
729,52; 84,058
730,78; 83,8051
732,05; 82,7575
733,32; 81,2989
734,58; 80,5972
735,85; 81,0091
737,11; 82,338
738,38; 83,6493
739,64; 84,2272
740,91; 83,5842
742,17; 82,264
743,44; 80,9925
744,7; 80,549
745,96; 81,1402
747,23; 82,4421
748,49; 83,7408
749,75; 84,1025
751,02; 83,4687
752,28; 82,184
753,54; 81,0009
754,8; 80,6075
756,06; 81,1146
757,33; 82,323
758,59; 83,5475
759,85; 84,1085
761,11; 83,6119
762,37; 82,2706
763,63; 81,0753
764,89; 80,5557
766,15; 80,8384
767,41; 81,9588
768,67; 83,1826
769,93; 84,0057
771,19; 83,8678
772,45; 82,7042
773,71; 81,4072
774,96; 80,4383
776,22; 80,4433
777,48; 81,3636
778,74; 82,6793
779,99; 83,8233
781,25; 84,1859
782,51; 83,5761
783,77; 82,3909
785,02; 80,9756
786,28; 80,2676
787,53; 80,4817
788,79; 81,432
790,05; 82,7132
